show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2890,DATA SCIENCE,Girl on the Third Floor,PYTHON,"CM Punk, Trieste Kelly Dunn, Sarah Brooks, Elissa Dowling, Karen Woditsch, Marshall Bean, Anish Jethmalani, Bishop Stevens, Tonya Kay",USA,"February 22, 2020",2019,TV-MA,92 min,Horror Movies,"A husband with a bad track record tries to start anew by renovating a rundown Victorian for his family, only to find he's tackled a house out of hell."
s2892,DATA SCIENCE,Gentefied,PYTHON,"J.J. Soria, Carlos Santos, Karrie Martin, Joaquín Cosío, Julissa Calderon, Annie Gonzalez, Laura Patalano, Felipe Esparza",USA,"February 21, 2020",2020,TV-MA,1 Season,"TV Comedies, TV Dramas",The Morales cousins scramble to save their grandfather's taco shop — and pursue their own dreams — as gentrification shakes up their LA neighborhood.
s2898,DATA SCIENCE,The Last Thing He Wanted,PYTHON,"Anne Hathaway, Ben Affleck, Willem Dafoe, Toby Jones, Rosie Perez, Edi Gathegi, Mel Rodriguez, Onata Aprile",USA,"February 21, 2020",2020,R,116 min,"Dramas, Thrillers",A hard-hitting reporter becomes entangled in the story she’s trying to break when she helps her ailing father broker an arms deal in Central America.
s2903,DATA SCIENCE,DreamWorks Shrek's Swamp Stories,PYTHON,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Kristen Schaal, Simon Cowell, Gilles Marini, Charlotte Newhouse, Dean Edwards, Cody Cameron, Christopher Knights, Conrad Vernon",USA,"February 17, 2020",2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","Shrek celebrates Halloween, Puss in Boots is captured by soldiers, and the gang participates in a kingdom-wide singing competition."
s2905,DATA SCIENCE,Miss Virginia,PYTHON,"Uzo Aduba, Matthew Modine, Aunjanue Ellis, Niles Fitch, Amirah Vann, Nadji Jeter, Michael Beasley, Adina Porter, Vanessa Williams",USA,"February 16, 2020",2019,TV-MA,102 min,"Dramas, Independent Movies","Determined to give her son a private school education, a single mother in the inner city uses all her resources to try to effect change in the system."
s2906,DATA SCIENCE,MR. RIGHT,PYTHON,"Sam Rockwell, Anna Kendrick, Tim Roth, James Ransone, Anson Mount, Michael Eklund, RZA, Katie Nehra",USA,"February 16, 2020",2015,R,96 min,"Action & Adventure, Comedies, Romantic Movies","Fresh off a bad relationship, thrill-seeking Martha finds romance and danger with Francis, a hit man who's decided to turn the tables on his clients."
s2908,DATA SCIENCE,Term Life,PYTHON,"Vince Vaughn, Hailee Steinfeld, Jonathan Banks, Bill Paxton, Mike Epps, Jordi Mollà, William Levy, Jon Favreau, Taraji P. Henson, Shea Whigham, Cain Velasquez",USA,"February 16, 2020",2016,R,93 min,"Dramas, Thrillers","After a botched job, a heist mastermind must run from gangsters and stay alive long enough for his daughter to benefit from his life insurance policy."
s2909,DATA SCIENCE,The Forest,PYTHON,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Stephanie Vogt, Rina Takasaki, Noriko Sakura, Yuho Yamashita",USA,"February 16, 2020",2016,PG-13,93 min,"Horror Movies, Independent Movies","A young woman conducts a search for her twin sister, who disappeared in a notorious area of Japan known as the Suicide Forest."
s2921,DATA SCIENCE,Love Is Blind,PYTHON,"Nick Lachey, Vanessa Lachey",USA,"February 13, 2020",2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows","Nick and Vanessa Lachey host this social experiment where single men and women look for love and get engaged, all before meeting in person."
s2926,DATA SCIENCE,To All the Boys: P.S. I Still Love You,PYTHON,"Lana Condor, Noah Centineo, Jordan Fisher, Anna Cathcart, Janel Parrish, Ross Butler, Madaleine Arthur, Emilija Baranac, Trezzo Mahoro, Holland Taylor, Sarayu Blue, John Corbett",USA,"February 12, 2020",2020,TV-14,102 min,"Comedies, Romantic Movies","Lara Jean is officially Peter’s girlfriend, so everything should be perfect, right? But feelings grow complicated when an old crush reenters her life."
s2927,DATA SCIENCE,We Bare Bears,PYTHON,"Eric Edelstein, Demetri Martin, Bobby Moynihan",USA,"February 12, 2020",2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world."
s2928,DATA SCIENCE,Captain Underpants Epic Choice-o-Rama,PYTHON,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Todd Grimes, Peter Hastings, Evan Kishiyama, David Koechner, Phil LaMarr, Erica Luttrell, Patty Mattson, Brennan Murray, Nolan North",USA,"February 11, 2020",2020,TV-Y7,81 min,"Children & Family Movies, Comedies","In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens."
s2929,DATA SCIENCE,Good Time,PYTHON,"Robert Pattinson, Benny Safdie, Jennifer Jason Leigh, Barkhad Abdi, Buddy Duress, Peter Verby, Taliah Webster, Necro",USA,"February 11, 2020",2017,R,101 min,"Dramas, Independent Movies, Thrillers","After spearheading an ill-fated bank robbery, a man must get his mentally challenged younger brother out of jail while eluding his own capture."
s2932,DATA SCIENCE,Better Call Saul,PYTHON,"Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito",USA,"February 9, 2020",2018,TV-MA,4 Seasons,"Crime TV Shows, TV Comedies, TV Dramas","This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman."
s2933,DATA SCIENCE,Fronteras,PYTHON,"Steve Oropeza, Steven Sean Garland, Wade Everett, Randy Green, Cortez Chappell, Tori Osborn, Larry Coulter, Cris Acosta",USA,"February 9, 2020",2018,TV-MA,106 min,"Dramas, Independent Movies, Thrillers","When a new, deadly narcotic sweeps the American Southwest, a Border Patrol agent must contend with a task force that challenges his duties and morals."
s2938,DATA SCIENCE,Dragons: Rescue Riders,PYTHON,"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin",USA,"February 7, 2020",2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way."
s2940,DATA SCIENCE,Horse Girl,PYTHON,"Alison Brie, Debby Ryan, Paul Reiser, John Reynolds, Molly Shannon, John Ortiz, Meredith Hagner, Jake Picking, David Paymer, Jay Duplass",USA,"February 7, 2020",2020,R,104 min,"Dramas, Independent Movies","A sweet misfit with a fondness for crafts, horses and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life."
s2944,DATA SCIENCE,The Ballad of Lefty Brown,PYTHON,"Bill Pullman, Kathy Baker, Jim Caviezel, Joseph Anderson, Diego Josef, Tommy Flanagan, Peter Fonda",USA,"February 7, 2020",2017,R,112 min,Dramas,"After his longtime partner is assassinated, a slow-footed cowboy sets out to find his killer and uncovers a conspiracy engineered by some powerful men."
s2945,DATA SCIENCE,Who Killed Malcolm X?,PYTHON,,USA,"February 7, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","Decades after the assassination of African American leader Malcolm X, an activist embarks on a complex mission seeking truth in the name of justice."
s2948,DATA SCIENCE,Arrow,PYTHON,"Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett",USA,"February 5, 2020",2019,TV-14,8 Seasons,"Crime TV Shows, TV Action & Adventure","Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows."
s2949,DATA SCIENCE,The Pharmacist,PYTHON,,USA,"February 5, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis."
s2950,DATA SCIENCE,Uppity: The Willy T. Ribbs Story,PYTHON,Willy T. Ribbs,USA,"February 5, 2020",2020,TV-MA,106 min,"Documentaries, Sports Movies","This documentary profiles a defiant driver who challenged racial barriers in American auto racing, becoming the first black man to race in the Indy 500."
s2951,DATA SCIENCE,Dragonheart: Vengeance,PYTHON,"Joseph Millson, Jack Kane, Helena Bonham Carter, Arturo Muselli, Carolina Carlsson, Tam Williams, Richard Ashton, Ross O'Hennessy, Cameron Jack, Fabienne Piolini-Castle",USA,"February 4, 2020",2020,PG-13,97 min,"Action & Adventure, Sci-Fi & Fantasy","When his family is slain by vicious savages, a young farmer teams with an ice-breathing dragon and sword-wielding mercenary to avenge their deaths."
s2952,DATA SCIENCE,"Faith, Hope & Love",PYTHON,"Robert Krantz, Peta Murgatroyd, Corbin Bernsen, Michael Richards, Nancy Stafford",USA,"February 4, 2020",2019,PG,106 min,"Comedies, Faith & Spirituality, Romantic Movies","After shattering losses, a recent divorcée and a heartbroken widower restore their lives when they partner for a dance competition to save her studio."
s2953,DATA SCIENCE,Tom Papa: You're Doing Great!,PYTHON,Tom Papa,USA,"February 4, 2020",2020,TV-14,60 min,Stand-Up Comedy,"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey."
s2954,DATA SCIENCE,Team Kaylie,PYTHON,"Bryana Salaz, Alison Fernandez, Symera Jackson, Elie Samouhi, Kai Calhoun, Eliza Pryor, Rosa Blasi, Nicole Sullivan, David Gridley",USA,"February 3, 2020",2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies","After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader."
s2957,DATA SCIENCE,Chronically Metropolitan,PYTHON,"Shiloh Fernandez, Ashley Benson, Josh Peck, Addison Timlin, Chris Noth, Mary-Louise Parker",USA,"February 1, 2020",2016,TV-MA,86 min,"Comedies, Dramas, Independent Movies",A case of writer’s block inspires a young novelist to return home to New York City and reconnect with his engaged ex and his bohemian parents.
s2961,DATA SCIENCE,Justice,PYTHON,"Nathan Parsons, Jamie-Lynn Sigler, Ellen Hollman, John Lewis, Niko Foster, Quinton Aaron, Jackson Rathbone, Robert Carradine, Lesley-Anne Down, Stephen Lang",USA,"February 1, 2020",2017,R,92 min,Movies,"A U.S. Marshal arrives at a small town in Nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws."
s2965,DATA SCIENCE,Night on Earth: Shot in the Dark,PYTHON,Samira Wiley,UK,"February 1, 2020",2020,TV-PG,59 min,Movies,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage."
s2968,DATA SCIENCE,Shopkins,PYTHON,Kate Murphy,USA,"February 1, 2020",2014,TV-Y,1 Season,Kids' TV,"Tiny grocery store items come to life as the Shopkins, who have fun adventures with each other at Small Mart and the magical town called Shopville."
s2969,DATA SCIENCE,The Car: Road to Revenge,PYTHON,"Grant Bowler, Kathleen Munroe, Martin Hancock, Micah Balfour, Burt Grinstead, Nina Bergman, Jamie Bamber, Ronny Cox",USA,"February 1, 2020",2019,TV-MA,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Trying to uphold justice in a lawless future, a D.A. is slain by cyberpunks but a supernatural twist sends his car on a bloody quest for revenge."
s2976,DATA SCIENCE,Miss Americana,PYTHON,Taylor Swift,USA,"January 31, 2020",2020,TV-MA,85 min,"Documentaries, Music & Musicals","In this revealing documentary, Taylor Swift embraces her role as a songwriter and performer — and as a woman harnessing the full power of her voice."
s2979,DATA SCIENCE,Kevin Hart: I'm a Grown Little Man,PYTHON,Kevin Hart,USA,"January 30, 2020",2009,TV-MA,62 min,Stand-Up Comedy,"Stand-up comedy star Kevin Hart delivers his unique perspective on work, race, family and friends with this laugh-riot comedy show."
s2980,DATA SCIENCE,THE STRANGER,PYTHON,"Richard Armitage, Siobhan Finneran, Jennifer Saunders, Shaun Dooley, Paul Kaye, Dervla Kirwan, Kadiff Kirwan, Hannah John-Kamen, Anthony Head, Stephen Rea, Jacob Dudman, Ella-Rae Smith, Brandon Fellows, Misha Handley",UK,"January 30, 2020",2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","When a stranger makes a shocking claim about his wife, family man Adam Price becomes entangled in a mystery as he desperately searches for answers."
s2981,DATA SCIENCE,What the Love! with Karan Johar,PYTHON,Karan Johar,USA,"January 30, 2020",2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","With help from celebrity guests and a glam squad, filmmaker Karan Johar mentors six singletons through their personal struggles as they look for love."
s2984,DATA SCIENCE,Night on Earth,PYTHON,Samira Wiley,UK,"January 29, 2020",2020,TV-PG,1 Season,"Docuseries, Science & Nature TV","This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing."
s2989,DATA SCIENCE,Menashe,PYTHON,"Menashe Lustig, Ruben Niborski, Yoel Weisshaus, Meyer Schwartz, Yoel Falkowitz, Ariel Vaysman",USA,"January 25, 2020",2017,PG,82 min,"Dramas, Independent Movies","A year after his wife's death, a widower faces pressure from his Hasidic community to give up his son for adoption unless he finds a new partner."
s2994,DATA SCIENCE,The goop lab with Gwyneth Paltrow,PYTHON,"Gwyneth Paltrow, Elise Loehnen",USA,"January 24, 2020",2020,TV-MA,1 Season,Reality TV,"Leading with curiosity, Gwyneth Paltrow and her goop team look at psychedelics, energy work and other challenging wellness topics."
s2995,DATA SCIENCE,The Ranch,PYTHON,"Ashton Kutcher, Sam Elliott, Debra Winger, Elisha Cuthbert, Kelli Goss, Wilmer Valderrama, Danny Masterson",USA,"January 24, 2020",2020,TV-MA,8 Seasons,"TV Comedies, TV Dramas","Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family."
s2996,DATA SCIENCE,Airplane Mode,PYTHON,"Larissa Manoela, André Luiz Frambach, Erasmo Carlos, Mariana Amâncio, Amanda Orestes, Eike Duarte, Nayobe Nzainab, Katiuscia Canoro, Phellyx Moura, Dani Ornellas, Michel Bercovitch, Sílvia Lourenço",USA,"January 23, 2020",2020,TV-PG,97 min,"Comedies, International Movies, Romantic Movies","When Ana, an influencer, crashes her car while talking on the phone, she’s shipped to her grumpy grandfather's farm – and forced into a digital detox."
s2998,DATA SCIENCE,October Faction,PYTHON,"Tamara Taylor, J.C. MacKenzie, Aurora Burghart, Gabriel Darku, Maxim Roy, Stephen McHattie, Wendy Crewson, Megan Follows, Nicola Correia-Damude, Praneet Akilla, Michelle Nolden, Anwen O'Driscoll",USA,"January 23, 2020",2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror","The family drama gets downright monstrous as parents Fred and Deloris hunt the supernatural, and twins Viv and Geoff harbor their own strange secrets."
s3001,DATA SCIENCE,Pandemic: How to Prevent an Outbreak,PYTHON,,USA,"January 22, 2020",2020,TV-14,1 Season,"Docuseries, Science & Nature TV","In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak."
s3002,DATA SCIENCE,Playing with Fire,PYTHON,"Jason Day, Margarita Rosa de Francisco, Carlos Ponce, Gaby Espino, Laura Perico, Alejandro Aguilar, Tony Plana, Marcelo Serrado, Leticia Huijara, Germán Quintero, Luis Alberti, Ricardo Vesga, Yuri Vargas, Álvaro Rodríguez, Juan David Restrepo",USA,"January 22, 2020",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Three prosperous women – including a mother and her daughter – fall for a seductive man in Colombia's Coffee Triangle.
s3004,DATA SCIENCE,Fortune Feimster: Sweet & Salty,PYTHON,Fortune Feimster,USA,"January 21, 2020",2020,TV-MA,61 min,Stand-Up Comedy,"Actor, comedian and writer Fortune Feimster takes the stage and riffs on her southern roots, sexual awakenings, showbiz career and more."
s3006,DATA SCIENCE,DreamWorks How to Train Your Dragon Legends,PYTHON,"Jay Baruchel, Craig Ferguson, America Ferrera, Gerard Butler",USA,"January 20, 2020",2011,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","In this set of shorts, Hiccup and the gang learn about different species of dragons. Then, Gobber goes in search of the Boneknapper Dragon."
